review,rating,date,title
"이렇게 내용없는 영하는 처음.돈,시간 다 아가움. 결론도 없고 별 누르기가 넘 아까워.",0,2018.04.11,곤지암
신선하고 괜찮았음,8,2018.04.11,곤지암
별 하나도 아까움! 돈도 시간도 아까웠습니다.,0,2018.04.11,곤지암
굿굿,10,2018.04.11,곤지암
"오늘 심야 상영작으로 메가박스 에서 보고 왔음 (이마트 할인권으로 7000냥에, ㅋㅋ)피 튀고 해골 굴러 다니는 공포. 호러 영화 매니아라 잔뜩 기대 하고 갔는뎅상영관에 나 한명 밖에 없었다능, ㄷㄷㄷㄷ~~~~신선한 소재도 좋았고 한마디로 돈 안 아까움, 실제로 79년도에당시 남영 정신 병원 이라고 했고 그 병원 원장이 목 매달고 자살함, 후덜덜 ~~~  ㄷㄷㄷㄷ곤지암 병원에 들어 서는 순간 귀신이 막 따라 붙음, ((우리 집에서 나가 !!)). ㅋㅋㅋ",7,2018.04.11,곤지암
솔직히 공포 영화에서 가장 중요한게 귀신이지 샤브샤브귀신이 큰역활을 했다고 봄.,6,2018.04.11,곤지암
"두말할거 없이 빵점! 예전에 다 봤던 외화보다 뒤떨어짐"" 돈 아까웠음"""" 배우만 밀어주는게 아니고 확실히 영화도 밀어주는구나~겁많아서 공포영화.잔인한거 절대 못보는 사람인데 한번도 안놀랬고 욕나옴~ 아마도 20년전에 나왔음 대박쳤을지도""""",2,2018.04.11,곤지암
나쁘지 않은   8점은 받을 만하다,10,2018.04.11,곤지암
공포 영화 맞음? 식상하고 예상가능한 전개에 하나도 안무서웠음,2,2018.04.11,곤지암
저예산 B급 공포 영화. 마지막 몇분에 다 몰아넣어서 중간까지는 매우 지루함.,4,2018.04.10,곤지암
원래 공포영화 못 보는 나도 눈 뜨고 봤던 최고의 영화,0,2018.04.10,곤지암
이게 영화냐  돈낭비랑 시간낭비 하고 싶으면 추천,0,2018.04.10,곤지암
너무 너무 어이없는 영화입니다 이런걸 영화라고 만들나요? 영화를 좋아해서 지금까지 주일에 한번정도는 영화를 보러가는대....수십년만에 절반쯤 보다가 나온적은 처음입니다  광주 터미널서는 2천원을 더받기에 먼가 좀 좋은것이 있을줄 알았는대 너무 황당했습니다 돈아까운 영화....이런영화가 또 나오면 한국방화계는 뒷거름친다는것좀 아세요,0,2018.04.10,곤지암
호러영화을 별로 안좋아 하는데 무서웠음. 영화끝나면 배우들이 웃으면서 연기장면을 보여주는장면이 없어 진짜로 느껴졌음.!,10,2018.04.10,곤지암
이게 얼마나 무서운 곤지암?  가지말라면 가지말자 좀,3,2018.04.10,곤지암
영화 괜찮습니다. 어차피 스토리 따져가면서 보는 영화 아니고요. 식상할 수 있는 소재로 신선하게 연출했고 배우들도 신인같은데 연기 나쁘지 않습니다.,9,2018.04.10,곤지암
생각보다 재밌게 봤습니다. 제가 싫어하는 1인칭 시점이라 어지러웠지만......... 하지만.. 공포영화는 무서워야 하는데 1도 안무서웠기 때문에 (끝부분에서는 빵터졌음) 평점은 2점 드립니다... 집에서 잠자고 있던 고프로를 다시 꺼내게 되었다는.ㅋㅋㅋ,2,2018.04.10,곤지암
호불호가 갈리겠지만 한국인의 정서에 최적화된 공포영화 입니다. 저는 굉장히 무섭게 보았고.....무서운 여운이 많이 남더군요.,9,2018.04.10,곤지암
쓰레기같은 영화,0,2018.04.10,곤지암
안 무섭다.,4,2018.04.10,곤지암
무서울라고 애썻어~,0,2018.04.10,곤지암
정말 최악의 영화임. 내 돈과 시간 도로 내놔라. 연출도 별로.  무섭지도. 재밌지도 않고. 떡밥 회수는 1도 안하고. 개연성도 없고 최악인데.  진짜 최악은 연기력 ㅋㅋㅋ겁나 웃김 ㅋㅋㅋ 배우 맞음 ?? 한국 영화 100년 후퇴시킨 영화임.,1,2018.04.10,곤지암
30대 이상은 별루~~~,2,2018.04.10,곤지암
귀신(?)나오면서 공포가 아닌 코메디로 변함 곡 그렇게 옷겨야했나.....??,4,2018.04.10,곤지암
"평점은 영화를 볼 예정자들이 참고하는 중요한 정보입니다. 감정섞인 글로 다른 사람이 영화를 볼 선택에 방해하지 좀 마세요.  저는 우리나라 공포영화의 새로운 장르로써 짜여진 공포보다 리얼리티 한 그 공포가 너무 좋았습니다. 소재도 좋았고 액션캠 촬영 역시도 정말 리얼해서 너무 재밌게 보고왔습니다. 토르 라그나로크 볼때도 졸았고, 제가 심야를 보기때문에 많이 조는 편인데 이 영화는 끝까지 재미나게 보았습니다.",9,2018.04.10,곤지암
정말 1시간 넘게 코골고. 푹자다,1,2018.04.10,곤지암
난리나서 봣더니 어이가... ㅡㅡ 이 영화에 나오는 귀신들이 우리가 알고 있는 공포영화 짜집기해서 나옵니다.. 청소년 애들한데나 먹히지.. ㅡㅡㅋㅋㅋㅋ,1,2018.04.10,곤지암
웬만하면 보지마라. ㅜㅜ 절대 후회한다. 나 졸았다.,1,2018.04.10,곤지암
이런영화를 돈 주고 본게 넘 억울함 이건 영화도 아니고 무슨 애들 장난도 아니고 ㅠㅠㅠ  살다 살다 이런 허접한 영화는 첨 봄,0,2018.04.10,곤지암
이런 허접스러운 영상물을 영화라고 개봉하는 사람들이 한심스럽다.스토리도 없고 감동도 없고 메시지도 없고 감동도 없는 이런 영상물을 내 평생 처음이다. 이것은 정말 관객모독이다.,0,2018.04.10,곤지암
2탄 나오기를 기대한다. 그 2탄에서는 정신병원의 원한이 어떻게 생겨났는지에 대한 이야기였으면 한다. 보다가 비명을 질렀구만,9,2018.04.10,곤지암
ㅋㅋ,1,2018.04.10,곤지암
스토리도 없고 끝맺음도 이상하고...ㄱ,5,2018.04.10,곤지암
쓰레기,1,2018.04.10,곤지암
졸라   거지 같은인생에  최악의   작품을본듯 이걸 ㅗ돈주고 보는자채가  아깝고  첨부터 끝까지 정말어이없고   친구가보자고해서  봤는데 정말  이걸영화라고  찍은자체가  이해안됨..~~집에서  ocn보는게  나을듯...   순위에오른것두  사람들이 공포영화라서  봤을듯   평은안보고  봤기에   순위에 올랐을걸.정말보시면  후회할시거임..ㅋㅋ  내다   버려야  할정도  만화가더  재밌겠넹..,0,2018.04.10,곤지암
그냥 쓰레기,1,2018.04.09,곤지암
"스토리보고 느끼는 영화가 아니란건 제목보자마자 알았고 별로 기대는 안했는데, 서두에 지루한 장면은 나중에  몰입감을 높이기 위한 포석이라고 생각하면 잘 만든 영화라고 생각합니다.  저는 제가 폐쇄공포증 있는지 이영화 보면서 깨달았네요.  ...심야로 봤는데, 불 못끄고 잤어요. 방문도 열어 놓고.. 복도에 갇힌 느낌 들까봐  와 무서워가 아니라 어 저게 뭐야 저게 뭐야 징그러워 어어어어 이런 느낌... 마지막이 좀 아쉽지만 저예산 영화에 이정도면 수작이죠 ㅎ",9,2018.04.09,곤지암
덩싸고 뒷 안닦은 느낌 하..,0,2018.04.09,곤지암
많이부족...,2,2018.04.09,곤지암
이영화 한달안에 vod천원에  나온다에  백원건다,1,2018.04.09,곤지암
마지막 곤지암 글자 나오는거 보고 잉? 뭐지? 짜증이 확 ᆢ ㅡㅡ,2,2018.04.09,곤지암
"스토리가 없어서 재미 없음, , 솔직히 갑툭튀 빼고 지루했음. 근데 귀신들이 무섭긴 했음.. ., 특히 랩하는 귀신, ,,",4,2018.04.09,곤지암
"사실 공포영화 매니아라고 자부할 만큼 공포라는 장르를 좋아하고   개봉하는 영화들은 대부분 보아왔는데 기대가 큰 만큼 실망이 큰 영화 였다.  공포영화를 많이 본 까닥일까...공포에 너무 익숙해져 버린 탓인지  공포는 당연히 1도 없었고  신선함도 1도 없었고(심지어 나오는 귀신들도 어딘가에서 본 것 같은...)  그렇다고 당연히 스토리도 없고,  결말까지 응? 끝  기대를 안하고 봤어도 1점 정도??  공포영화를 그리 잘보는 편이 아닌 여친이 영화보고 나오면서  ""탁구공이 제일 무서웠어"" 라는 말에 공감했던 영화.",0,2018.04.09,곤지암
뭐 그냥 소소. 머리에 각인될만한 공포는 없는듯. 공포가 불현듯 닥쳐야 진정한 공포인데 공포체험 공포를 살리기에는 조금 부족한듯.,5,2018.04.09,곤지암
무섭긴 하나...뭔가 마무리가 덜된 느낌..,6,2018.04.09,곤지암
별을 꼭 줘야되나싶다. 기대를 하고봐서그런지 정말 실망. 이게 끝이야? 뭔가 나오다가 만것같은 잼없다,0,2018.04.09,곤지암
덕구볼껄 그랬다,1,2018.04.09,곤지암
잘 만들었네요 엄청 무섭진 않지만 국내 공포영화중 제일 괜찮았습니다 팝콘 날아갈 정도는 아닌데 치키차카초코초코쵸,8,2018.04.09,곤지암
예매율 1위에 속은 1인... 이건 머...그냥 저예산 영화ㅋㅋㅋㅋ,0,2018.04.09,곤지암
괘안네 볼만함,8,2018.04.09,곤지암
비싼돈주고 주말투자해서 웃고왔네요..분명 공포영화라하던데..,0,2018.04.09,곤지암
1점도 아깝습니다.. 최악의 공포영화..,0,2018.04.09,곤지암
시나리오 아쉬움 차라리 외국방송사 다큐채널에서 촬영을  나왔다는 가정 시나리오로 국내배우들과 콜라보로 했다면  더 매끄러웠을지 모르겠음,6,2018.04.09,곤지암
솔직히.. 지루하다못해 영화보다가급피곤해짐  거짓말안보태고하품만스무번넘게하다나와따ㅡㅡ;;,3,2018.04.09,곤지암
공포영화가 졸리긴 첨이다... 실소가 나온다...,0,2018.04.09,곤지암
초딩용? 돈이 아깝다 돈이 아까워~~~~~~,0,2018.04.09,곤지암
"기대보단 별로였습니다. 하지만 영화가 품고 있는 의도 연출력, 배우들 연기력은 높이 평가합니다.",7,2018.04.09,곤지암
"높은 별점, 낚이는 바보들 있구나! ㅎㅎㅎ",1,2018.04.09,곤지암
아오~ 썅 좋겠다 월척 낚아서  알바 잘 동원해서 3점 준다,3,2018.04.09,곤지암
킬링타임용로 충분히 놀다왔음. 그냥저냥 공포영화라는게 원래 감동이나 큰 깨달음이 목적은 아니다보니 그냥저냥 이정도면 뭐...,7,2018.04.09,곤지암
소문난 잔치에 먹을게 없다,1,2018.04.09,곤지암
이런  개  장난질 영화를  만들구  상영하다니    난   호구댔당... 완전  개도 안볼 영화임...,0,2018.04.09,곤지암
월척이다!!!,0,2018.04.09,곤지암
돈아깝다고 생각한 영화..진짜 이렇게 재미없게 만들고 .....진짜 보지마세요...완전 실망 역대급,1,2018.04.09,곤지암
그런곳 가서 장난치면 안돼요. 초등학생용 영화데이트에 어울릴것 같은 느낌..,0,2018.04.09,곤지암
....,0,2018.04.09,곤지암
일욜 조조로 봤는데 와이프한테 엄청 까임 ㅋㅋ 무섭다고 엄청 설레발 쳐댔는데 그냥 허무함. 끝부분 천장에 물이 고여 있는 장면에선 약간 움짤했지만 그외엔 전혀 무섭지 않았다 살자===자살 ㅋㅋㅋ 웃겼음,5,2018.04.09,곤지암
하나도 안무섭고  재미가없었습니다.  공포영화중에 최악입니다.   너무하다싶을정도로  ....,1,2018.04.09,곤지암
올여름 대박 나것어~~요. ㅎㅎ,10,2018.04.09,곤지암
혼자 보고왔는데 그냥 무덤덤하다.ㅋㅋㅋㅋ,8,2018.04.09,곤지암
재미 없습니다... 처음에 카메라 웍이나 이런게 좀 신선하다 싶을뿐... 공포영화 잘 못봐서 극장에서 왠만하면 안보는데... 기회가 되서 심야에 가서 보았건만... 극장에 있던 모든 사람들 영화끝나고 다 허탈해하더군요.,0,2018.04.09,곤지암
모 난 괜찮았다 초반에 좀 지루했는데,9,2018.04.09,곤지암
영화보고 나오는데 좀 화가났음 배우들의 발연기에 공포는 개뿔..돈 시간이 너무 아까움,1,2018.04.09,곤지암
영화 보고 이틀밤을 못자고있는데..안무섭다는 사람 왤케많지...,10,2018.04.09,곤지암
내 평생 저렇게 무섭지 않고 담담하게 본 공포영화는 처음 재미도 없고 시간이 아깝고 스토리 예상대로 진행되고 참 답 없는 영화 이게 뭐가 무섭고 재미있다고 보는 건가?,0,2018.04.09,곤지암
음..아주 마니 안어울린다고나 할까요...시간과 비용이 넘 아쉬운듯 합니다...스토리와 몰입감이 없어요..,1,2018.04.09,곤지암
"신인 연기자 했다고 하던데 그냥 영화화 하지 돈은 아껴서 적자는 안볼것 같은데 호기심에 봤는데 그저그럼 영화에 비해선 최악,,, 아무리 가짜라고 해도 그저그럼 진작에 예고편에서 봤으면 안봤음 후기 잘보세요 그렇게 볼건 안됨",1,2018.04.09,곤지암
무섭지도않고 몰입도 안됨...진짜 허접함 기대 엄청했는데 그냥 계속 지지부진함,2,2018.04.09,곤지암
꽤 괜찮은 한국형 블레어윗치,8,2018.04.09,곤지암
아무서워 진짜근데결말뭔가똥덜닦은느낌 원장귀신은어디에ㅜㅜ,10,2018.04.09,곤지암
머리아,7,2018.04.09,곤지암
재밌네요!! 중간중간 오싹오싹한 부분도 있었고.. 누가 그러던데 보다가 심장마비 걸린사람 있다고 ㅋㅋ 그정도는 아닌듯.. 소리한번 안지름.. 원래 제가 무서운거 잘 보는편이기도 하구요 공포영화 REC 보는느낌과 비슷하네요 그점이 더 몰입감을 더 해준것 같아요 곽객은 10며명 남짓 있었는데 아무도 소리지르는 사람 없더라구요 ㅋㅋ 어째 강심장들만 모였던 건가 ㅋㅋ,10,2018.04.08,곤지암
평점을 주기도 아깝네요. 내용도없고 시간 돈 다아깝네 ㅎ,0,2018.04.08,곤지암
"솔직히 ,,,, 무서운거 좋아해서 기대했는데 20대들이 보면 ㅈㄴ 무서울듯, 근데 세상경험 있는 내나이가 보기에는 좀 실망.",7,2018.04.08,곤지암
보지말라는 영화에는 이유가 있다...........개무서움,0,2018.04.08,곤지암
살롯 좋다!! 걍 아무생각없이 보면 좋음 털이 좀서긴함,7,2018.04.08,곤지암
"예매율 1위의 의미가 무엇일까? 영화 어땠냐고 물어봤을 때, 할 말이 없다거나 봐야 무슨 말인지 이해한다는 답에 너도나도 보는 거다.",0,2018.04.08,곤지암
일점짜리,1,2018.04.08,곤지암
'한국형 파운드 푸티지'보다는 '스까묵는 파운드 푸티지'가 어울려,7,2018.04.08,곤지암
방금 아내랑 통신사협찬으로 봤는데 영 아니올시다  카메라가 하도 흔들려서 머리 어지러워요,3,2018.04.08,곤지암
"보자마자 댓글 씁니다. 아내는 재미있다 무섭다 저는 올해 본 영화중 최악  평소 귀신이나 초자연현상에대해  관심이 많으면 재밌고 저같이 귀신이 어딨어면 재미없는.,.  스토리도 없고 입니다",5,2018.04.08,곤지암
